SaleID,Date,StoreID,ProductID,Quantity,Revenue
155,2024-03-07,12,11,1,799.99
156,2024-03-08,4,17,2,87.98
157,2024-03-09,5,2,1,1195.99
158,2024-03-10,4,2,1,1299.99
159,2024-03-10,8,9,1,1066.99
160,2024-03-11,4,18,2,189.98
161,2024-03-12,4,9,1,1011.99
162,2024-03-12,5,3,1,1011.97
163,2024-03-13,3,3,1,1066.99
164,2024-03-13,9,17,1,43.99
165,2024-03-15,5,17,2,96.98
166,2024-03-15,5,16,1,303.59
167,2024-03-15,7,19,1,284.99
168,2024-03-15,10,9,1,1066.99
169,2024-03-15,10,14,1,735.99
170,2024-03-16,8,11,1,783.99
171,2024-03-17,4,2,1,1299.99
172,2024-03-18,7,6,1,349.99
173,2024-03-20,1,4,1,999.99
174,2024-03-22,5,14,1,783.99
175,2024-03-22,6,20,3,1499.97
176,2024-03-22,10,13,1,1099.99
177,2024-03-23,3,1,1,1999.99
178,2024-03-24,1,13,1,1099.99
179,2024-03-24,1,9,1,1077.99
180,2024-03-24,4,8,1,421.39
181,2024-03-24,8,19,1,299.99
182,2024-03-25,5,4,1,999.99
183,2024-03-28,11,10,1,1349.99
184,2024-03-29,7,9,1,1099.99
185,2024-03-29,8,16,1,323.39
186,2024-03-29,10,9,1,1099.99
187,2024-03-30,8,5,1,569.99
188,2024-03-31,5,11,1,799.99
189,2024-03-31,6,5,1,599.99
190,2024-03-31,7,5,2,1175.98
191,2024-03-31,12,7,1,97.99
192,2024-04-01,4,11,1,783.99
193,2024-04-01,8,10,1,1349.99
194,2024-04-03,1,4,1,999.99
195,2024-04-05,5,10,1,1322.99
196,2024-04-05,8,6,1,349.99
197,2024-04-06,1,1,1,1999.99
198,2024-04-06,5,1,1,1899.99
199,2024-04-07,1,15,2,499.98
200,2024-04-07,10,11,1,759.99
201,2024-04-07,12,18,2,195.98
202,2024-04-09,9,5,1,599.99
203,2024-04-09,11,1,1,1999.99
204,2024-04-10,6,20,1,499.99
205,2024-04-11,9,16,1,323.39
206,2024-04-12,1,2,1,1299.99
207,2024-04-12,4,12,1,979.99
208,2024-04-12,8,2,1,1299.99
209,2024-04-13,3,18,2,195.98
210,2024-04-14,6,9,1,1077.99
211,2024-04-14,10,18,1,97.99
212,2024-04-15,4,9,1,1099.99
213,2024-04-17,4,9,1,1077.99
214,2024-04-18,1,7,1,99.99
215,2024-04-19,1,3,1,1077.99
216,2024-04-21,7,5,1,587.99
217,2024-04-21,11,14,1,759.99
218,2024-04-22,1,7,3,293.97
219,2024-04-22,8,17,2,99.98
220,2024-04-23,1,1,1,1959.99
221,2024-04-23,3,4,1,979.99
222,2024-04-23,8,13,1,1099.99
223,2024-04-24,1,3,1,1099.99
224,2024-04-24,5,1,1,1999.97
225,2024-04-24,8,17,1,49.99
226,2024-04-25,1,9,1,1099.99
227,2024-04-25,6,3,1,1044.99
228,2024-04-26,10,9,1,1077.99
229,2024-04-27,2,20,1,474.99
230,2024-04-27,12,8,3,1289.97
231,2024-04-28,5,17,1,49.99
232,2024-04-28,6,18,2,189.98
233,2024-04-28,7,19,1,299.99
234,2024-05-01,4,7,1,94.99
235,2024-05-01,7,16,2,607.18
236,2024-05-02,1,15,3,727.47
237,2024-05-02,3,11,1,735.99
238,2024-05-02,7,13,1,989.99
239,2024-05-02,9,9,1,989.99
240,2024-05-02,9,13,1,1011.99
241,2024-05-03,2,5,1,599.99
242,2024-05-03,4,6,1,339.49
243,2024-05-03,5,3,1,989.99
244,2024-05-04,7,6,1,339.47
245,2024-05-04,8,16,1,303.57
246,2024-05-05,1,4,1,999.99
247,2024-05-05,1,11,1,759.99
248,2024-05-05,1,7,2,199.98
249,2024-05-05,1,15,1,249.99
250,2024-05-05,4,14,1,799.99
251,2024-05-05,4,15,1,237.49
252,2024-05-05,5,18,1,96.99
253,2024-05-07,1,12,1,949.99
254,2024-05-07,7,19,1,275.99
255,2024-05-07,10,16,2,626.98
256,2024-05-08,1,9,1,1044.99
257,2024-05-08,5,11,1,735.99
258,2024-05-08,5,12,1,999.99
259,2024-05-08,9,14,1,719.99
260,2024-05-09,1,11,1,759.99
261,2024-05-09,4,5,1,551.99
262,2024-05-09,4,1,1,1839.99
263,2024-05-09,12,14,1,799.99
264,2024-05-10,2,12,1,999.99
265,2024-05-10,4,1,1,1939.99
266,2024-05-10,5,13,1,1099.99
267,2024-05-10,6,12,2,1999.98
268,2024-05-10,7,3,1,1044.99
269,2024-05-11,1,6,1,314.99
270,2024-05-11,4,4,1,899.99
271,2024-05-11,5,3,1,1044.99
272,2024-05-11,6,2,2,2599.98
273,2024-05-11,10,2,1,1195.99
274,2024-05-12,1,13,1,1066.99
275,2024-05-12,1,12,1,949.99
276,2024-05-12,3,3,1,1099.99
277,2024-05-12,8,2,1,1260.99
278,2024-05-12,8,5,3,1655.97
279,2024-05-13,5,13,1,989.99
280,2024-05-14,1,9,1,1011.99
281,2024-05-14,5,2,1,1234.99
282,2024-05-14,8,16,1,303.59
283,2024-05-15,1,9,1,1066.97
284,2024-05-15,4,12,1,949.99
285,2024-05-15,6,4,1,969.99
286,2024-05-16,4,15,1,242.49
287,2024-05-16,4,12,1,919.99
288,2024-05-16,4,3,1,1066.99
289,2024-05-17,1,11,1,735.99
290,2024-05-17,4,10,1,1309.49
291,2024-05-17,10,11,1,735.99
292,2024-05-17,10,10,1,1349.99
293,2024-05-18,5,16,3,940.47
294,2024-05-19,1,16,3,871.17
295,2024-05-19,2,9,1,967.97
296,2024-05-19,2,10,1,1241.99
297,2024-05-19,4,16,1,313.49
298,2024-05-19,11,19,1,275.99
299,2024-05-20,5,9,1,1044.97
300,2024-05-20,8,11,1,759.97
301,2024-05-21,1,6,1,307.99
302,2024-05-21,10,12,1,919.99
303,2024-05-21,10,6,1,339.49
304,2024-05-22,3,12,1,999.99
305,2024-05-22,4,10,1,1349.99
306,2024-05-22,4,15,1,237.49
307,2024-05-22,5,13,1,1011.99
308,2024-05-22,7,19,2,581.98
309,2024-05-22,10,9,1,1044.99
310,2024-05-23,1,10,1,1282.47
311,2024-05-23,1,2,1,1299.99
312,2024-05-23,4,10,1,1282.49
313,2024-05-24,1,16,2,659.98
314,2024-05-24,6,9,1,989.99
315,2024-05-25,1,2,1,1299.99
316,2024-05-25,1,10,1,1241.99
317,2024-05-25,4,4,1,969.99
318,2024-05-27,4,5,2,1199.98
319,2024-05-27,5,2,1,1273.99
320,2024-05-29,5,11,2,1599.98
321,2024-05-29,5,12,1,949.99
322,2024-05-29,9,5,2,1139.98
323,2024-05-30,2,15,1,249.99
324,2024-05-30,4,17,1,48.99
325,2024-05-30,5,18,3,293.97
326,2024-05-30,9,12,1,999.99
327,2024-05-30,10,2,1,1234.99
328,2024-05-31,1,11,1,799.99
329,2024-06-01,1,19,1,299.99
330,2024-06-01,1,1,1,1959.99
331,2024-06-01,9,18,1,94.97
332,2024-06-02,6,2,1,1299.99
333,2024-06-02,12,1,1,1959.97
334,2024-06-03,8,1,1,1959.97
335,2024-06-04,7,11,1,799.99
336,2024-06-06,11,7,3,299.91
337,2024-06-07,4,19,3,881.97
338,2024-06-07,7,19,3,881.97
339,2024-06-08,1,7,2,199.98
340,2024-06-08,1,10,1,1349.99
341,2024-06-08,5,13,1,1099.99
342,2024-06-08,6,11,1,783.99
343,2024-06-08,10,2,1,1299.99
344,2024-06-10,1,13,1,1099.99
345,2024-06-10,4,1,1,1999.99
346,2024-06-11,3,1,1,1999.99
347,2024-06-11,5,12,1,979.99
348,2024-06-11,5,12,1,999.99
349,2024-06-11,11,7,2,199.98
350,2024-06-11,12,3,1,1099.99
351,2024-06-12,6,16,1,329.99
352,2024-06-12,11,16,1,329.99
353,2024-06-12,12,18,3,269.97
354,2024-06-13,1,15,1,249.99
355,2024-06-13,3,20,2,899.98
356,2024-06-13,5,15,1,237.49
357,2024-06-14,7,17,1,45.99
358,2024-06-15,1,9,1,1044.99
359,2024-06-15,1,2,1,1299.99
360,2024-06-15,2,16,1,303.59
361,2024-06-15,3,16,3,910.77
362,2024-06-15,5,6,1,332.49
363,2024-06-15,12,10,1,1214.99
364,2024-06-16,1,14,1,735.99
365,2024-06-16,4,11,1,799.99
366,2024-06-16,7,4,1,879.99
367,2024-06-17,9,1,1,1999.99
368,2024-06-17,10,1,1,1939.99
369,2024-06-18,1,15,1,229.99
370,2024-06-18,2,3,1,1066.99
371,2024-06-18,9,17,1,49.99
372,2024-06-19,1,1,1,1939.99
373,2024-06-19,9,3,1,1044.99
374,2024-06-19,10,7,1,94.99
375,2024-06-20,11,2,1,1143.97
376,2024-06-20,12,10,1,1187.99
377,2024-06-21,6,10,1,1349.99
378,2024-06-22,12,12,1,949.99
379,2024-06-23,1,1,1,1899.99
380,2024-06-23,5,4,1,999.99
381,2024-06-23,8,14,1,759.99
382,2024-06-23,9,2,2,2521.98
383,2024-06-23,12,11,1,735.97
384,2024-06-24,7,19,1,275.99
385,2024-06-24,7,14,1,799.99
386,2024-06-24,7,14,1,775.99
387,2024-06-25,1,6,1,321.99
388,2024-06-25,6,19,2,599.98
389,2024-06-25,6,3,1,1099.99
390,2024-06-25,9,1,1,1899.99
391,2024-06-25,11,2,1,1234.99
392,2024-06-26,5,4,1,999.99
393,2024-06-27,1,4,1,969.99
394,2024-06-27,1,13,1,1066.99
395,2024-06-27,10,9,1,1066.99
396,2024-06-28,1,12,1,999.99
397,2024-06-28,10,12,1,999.99
398,2024-06-29,1,11,1,719.99
399,2024-06-29,4,14,1,775.99
400,2024-06-30,3,9,1,1066.99
401,2024-06-30,4,18,2,175.98
402,2024-07-01,8,19,1,275.99
403,2024-07-01,10,11,2,1519.98
404,2024-07-03,1,11,1,759.99
405,2024-07-03,6,9,1,1066.99
406,2024-07-03,10,8,1,395.59
407,2024-07-03,10,14,1,799.99
408,2024-07-04,9,2,1,1143.99
409,2024-07-04,11,9,1,1044.99
410,2024-07-04,12,4,1,969.99
411,2024-07-05,4,1,1,1899.99
412,2024-07-05,4,4,1,949.99
413,2024-07-06,4,15,3,659.91
414,2024-07-06,10,10,1,1349.99
415,2024-07-07,5,16,2,640.18
416,2024-07-07,8,3,1,1066.99
417,2024-07-07,8,16,1,296.99
418,2024-07-07,10,12,1,919.99
419,2024-07-08,4,15,1,249.99
420,2024-07-08,4,19,1,299.99
421,2024-07-08,7,8,1,421.39
422,2024-07-09,12,18,1,97.99
423,2024-07-10,2,4,1,999.99
424,2024-07-10,2,5,1,599.99
425,2024-07-10,4,11,1,783.99
426,2024-07-10,9,8,1,408.49
427,2024-07-10,11,6,1,332.47
428,2024-07-11,5,19,1,299.99
429,2024-07-11,7,17,2,99.98
430,2024-07-11,7,8,1,386.99
431,2024-07-11,8,20,1,449.99
432,2024-07-12,1,18,1,87.99
433,2024-07-12,1,19,1,284.99
434,2024-07-12,2,18,1,99.99
435,2024-07-12,4,18,3,299.91
436,2024-07-12,9,19,1,275.99
437,2024-07-12,11,14,1,759.99
438,2024-07-13,1,13,1,1099.99
439,2024-07-13,1,7,1,94.99
440,2024-07-13,2,17,4,193.96
441,2024-07-13,4,5,1,581.97
442,2024-07-13,8,4,1,919.99
443,2024-07-13,12,6,1,314.99
444,2024-07-14,1,8,1,395.59
445,2024-07-14,1,13,1,1011.99
446,2024-07-14,2,15,1,219.97
447,2024-07-14,4,18,2,199.98
448,2024-07-14,9,5,1,539.99
449,2024-07-15,1,11,1,759.99
450,2024-07-15,5,18,2,179.98
451,2024-07-15,9,15,2,499.98
452,2024-07-15,9,7,2,199.98
453,2024-07-15,12,18,1,91.99
454,2024-07-16,4,2,1,1299.99
455,2024-07-16,4,13,1,1011.99
456,2024-07-16,5,19,2,551.98
457,2024-07-16,10,14,1,759.99
458,2024-07-17,1,18,1,91.99
459,2024-07-17,4,4,1,969.99
460,2024-07-17,6,3,1,1011.99
461,2024-07-17,8,12,1,999.99
462,2024-07-17,8,17,1,48.49
463,2024-07-17,12,9,2,2133.98
464,2024-07-18,7,16,1,329.99
465,2024-07-19,4,4,1,999.99
466,2024-07-19,7,18,1,99.99
467,2024-07-20,6,2,1,1299.99
468,2024-07-23,2,10,1,1322.99
469,2024-07-24,1,18,1,97.99
470,2024-07-24,6,5,1,587.99
471,2024-07-24,7,17,3,149.97
472,2024-07-24,12,19,1,284.99
473,2024-07-25,1,6,1,349.99
474,2024-07-25,3,7,3,284.97
475,2024-07-25,7,11,1,799.99
476,2024-07-26,4,10,2,2699.98
477,2024-07-26,9,3,1,1044.99
478,2024-07-27,4,14,1,799.99
479,2024-07-27,10,1,1,1999.99
480,2024-07-28,1,19,1,299.99
481,2024-07-28,4,15,2,499.98
482,2024-07-28,4,2,1,1299.99
483,2024-07-28,5,10,1,1349.99
484,2024-07-29,1,17,1,49.99
485,2024-07-29,1,1,1,1959.99
486,2024-07-31,1,6,1,342.99
487,2024-07-31,6,6,1,349.99
488,2024-08-01,1,18,1,94.99
489,2024-08-01,4,9,1,989.99
490,2024-08-01,4,10,1,1214.99
491,2024-08-01,6,18,3,275.97
492,2024-08-01,6,5,1,581.99
493,2024-08-01,12,8,1,429.99
494,2024-08-02,1,11,1,759.99
495,2024-08-02,2,15,1,242.49
496,2024-08-02,6,14,1,775.99
497,2024-08-02,7,2,1,1299.99
498,2024-08-02,7,2,1,1299.99
499,2024-08-02,7,9,1,1066.99
500,2024-08-02,10,1,1,1799.99
501,2024-08-02,11,10,1,1349.99
502,2024-08-02,11,4,1,899.97
503,2024-08-02,12,3,1,967.99
504,2024-08-03,1,6,1,332.49
505,2024-08-03,1,11,1,735.97
506,2024-08-03,4,7,1,94.99
507,2024-08-03,4,14,2,1519.98
508,2024-08-03,5,9,1,1011.99
509,2024-08-03,10,16,1,329.99
510,2024-08-03,11,7,1,87.99
511,2024-08-03,12,3,1,1011.99
512,2024-08-04,1,13,1,1099.99
513,2024-08-04,1,2,1,1260.99
514,2024-08-04,4,14,1,759.99
515,2024-08-04,6,6,3,944.97
516,2024-08-05,1,17,1,49.99
517,2024-08-05,1,7,1,99.99
518,2024-08-05,4,18,2,183.98
519,2024-08-05,5,17,3,149.97
520,2024-08-05,10,1,1,1759.99
521,2024-08-06,1,16,1,313.49
522,2024-08-06,4,9,1,989.97
523,2024-08-06,4,2,1,1234.99
524,2024-08-06,6,9,1,989.99
525,2024-08-06,6,7,1,94.99
526,2024-08-06,9,14,1,759.99
527,2024-08-06,10,6,1,314.99
528,2024-08-07,3,10,1,1309.49
529,2024-08-07,4,17,1,44.99
530,2024-08-07,4,17,3,137.97
531,2024-08-07,5,19,1,269.99
532,2024-08-07,5,7,1,99.99
533,2024-08-07,6,10,1,1309.49
534,2024-08-07,12,10,1,1349.99
535,2024-08-07,12,17,1,47.49
536,2024-08-08,1,5,1,599.99
537,2024-08-08,8,10,1,1309.49
538,2024-08-08,10,16,1,303.59
539,2024-08-08,11,9,1,1011.99
540,2024-08-09,1,15,1,249.99
541,2024-08-09,4,17,1,44.99
542,2024-08-09,7,13,1,1011.99
543,2024-08-09,7,17,1,49.99
544,2024-08-09,7,18,2,199.98
545,2024-08-09,10,1,1,1839.99
546,2024-08-09,10,9,1,1099.99
547,2024-08-09,12,3,1,1099.99
548,2024-08-09,12,14,1,775.99
549,2024-08-09,12,5,1,569.99
550,2024-08-10,1,9,1,989.99
551,2024-08-10,1,1,1,1799.99
552,2024-08-10,1,16,1,320.09
553,2024-08-10,4,8,1,429.99
554,2024-08-10,4,8,2,791.18
555,2024-08-10,5,9,2,1979.98
556,2024-08-10,5,11,1,775.99
557,2024-08-10,11,9,1,1066.97
558,2024-08-11,1,14,1,735.99
559,2024-08-11,2,11,1,735.97
560,2024-08-11,3,2,1,1260.99
561,2024-08-11,3,1,1,1899.99
562,2024-08-11,5,14,1,799.99
563,2024-08-11,5,17,2,96.98
564,2024-08-11,6,16,1,303.59
565,2024-08-11,7,10,1,1282.49
566,2024-08-11,7,7,3,275.97
567,2024-08-11,7,10,1,1241.99
568,2024-08-11,10,2,2,2287.98
569,2024-08-11,11,3,1,1044.99
570,2024-08-12,1,6,1,349.99
571,2024-08-12,1,4,1,949.99
572,2024-08-12,4,9,1,1011.99
573,2024-08-12,8,9,1,1066.99
574,2024-08-12,10,16,1,320.09
575,2024-08-13,1,17,3,149.97
576,2024-08-13,3,10,1,1241.99
577,2024-08-13,8,14,1,759.99
578,2024-08-13,10,15,3,749.97
579,2024-08-13,11,13,1,1099.99
580,2024-08-14,1,2,1,1260.99
581,2024-08-14,4,16,3,910.77
582,2024-08-14,10,15,3,712.47
583,2024-08-14,11,10,1,1309.49
584,2024-08-14,12,3,1,1099.99
585,2024-08-14,12,1,1,1939.99
586,2024-08-15,3,4,1,969.99
587,2024-08-15,5,13,1,1044.99
588,2024-08-15,5,6,1,349.99
589,2024-08-15,7,9,1,1011.99
590,2024-08-15,8,2,1,1169.99
591,2024-08-15,9,9,1,1066.99
592,2024-08-15,10,10,1,1309.49
593,2024-08-16,1,2,1,1234.99
594,2024-08-16,1,1,1,1899.99
595,2024-08-16,1,11,1,735.99
596,2024-08-16,1,1,1,1839.99
597,2024-08-16,5,6,1,321.99
598,2024-08-16,8,2,1,1234.99
599,2024-08-16,9,1,1,1939.97
600,2024-08-16,10,3,1,1099.97
601,2024-08-17,1,2,1,1169.99
602,2024-08-17,1,14,1,759.99
603,2024-08-17,2,13,1,1044.99
604,2024-08-17,3,13,2,1979.98
605,2024-08-17,4,15,1,242.49
606,2024-08-17,5,7,1,91.99
607,2024-08-17,5,1,1,1939.99
608,2024-08-17,10,12,1,919.99
609,2024-08-17,12,2,1,1195.99
610,2024-08-18,1,16,1,303.59
611,2024-08-18,2,1,1,1999.99
612,2024-08-18,4,1,1,1939.99
613,2024-08-18,4,7,1,96.99
614,2024-08-18,6,18,1,94.99
615,2024-08-18,8,10,1,1282.49
616,2024-08-18,9,14,1,735.99
617,2024-08-18,9,9,2,2089.98
618,2024-08-18,12,14,2,1551.98
619,2024-08-19,10,2,1,1299.99
620,2024-08-19,11,4,1,879.99
621,2024-08-20,2,12,1,969.99
622,2024-08-20,4,9,1,967.99
623,2024-08-20,4,1,1,1899.99
624,2024-08-20,5,3,1,1011.99
625,2024-08-20,7,14,1,735.99
626,2024-08-20,8,12,1,999.99
627,2024-08-21,6,16,1,329.97
628,2024-08-21,10,9,1,1044.99
629,2024-08-21,10,15,1,229.99
630,2024-08-21,11,16,1,320.09
631,2024-08-22,1,1,1,1839.99
632,2024-08-22,4,15,2,474.98
633,2024-08-22,6,9,1,967.99
634,2024-08-22,9,20,1,484.99
635,2024-08-22,12,10,1,1282.49
636,2024-08-22,12,13,1,1011.99
637,2024-08-23,1,18,2,193.98
638,2024-08-23,1,18,2,179.98
639,2024-08-23,1,5,1,539.97
640,2024-08-23,3,7,1,99.97
641,2024-08-23,4,9,1,1099.99
642,2024-08-23,4,7,1,89.99
643,2024-08-23,5,2,1,1299.99
644,2024-08-23,7,2,1,1143.99
645,2024-08-23,7,6,1,332.49
646,2024-08-23,9,17,1,49.99
647,2024-08-23,9,17,1,48.49
648,2024-08-23,10,5,3,1745.97
649,2024-08-23,11,6,1,339.49
650,2024-08-24,1,18,1,94.99
651,2024-08-24,1,12,1,899.99
652,2024-08-24,1,18,2,189.98
653,2024-08-24,2,11,1,759.99
654,2024-08-24,5,14,1,759.99
655,2024-08-24,5,10,1,1241.99
656,2024-08-24,6,19,2,599.98
657,2024-08-24,6,1,1,1899.99
658,2024-08-24,7,10,1,1241.99
659,2024-08-24,9,18,2,189.98
660,2024-08-24,12,5,1,551.99
661,2024-08-25,1,9,1,989.99
662,2024-08-25,1,13,1,1044.99
663,2024-08-25,1,4,1,969.99
664,2024-08-25,2,7,3,269.97
665,2024-08-25,4,9,1,1099.99
666,2024-08-25,4,17,4,189.96
667,2024-08-25,4,9,1,1011.99
668,2024-08-25,5,3,1,1044.99
669,2024-08-25,10,10,1,1309.49
670,2024-08-25,10,8,1,417.09
671,2024-08-25,10,13,1,1011.99
672,2024-08-25,12,12,1,969.99
673,2024-08-26,1,2,1,1299.99
674,2024-08-26,3,1,1,1939.99
675,2024-08-27,2,8,1,429.99
676,2024-08-27,4,7,1,99.99
677,2024-08-27,4,4,1,969.99
678,2024-08-27,9,14,1,759.99
679,2024-08-28,1,17,1,48.49
680,2024-08-28,4,9,1,1099.99
681,2024-08-28,4,5,3,1583.97
682,2024-08-28,6,16,1,296.99
683,2024-08-28,6,15,3,727.47
684,2024-08-28,10,5,1,599.99
685,2024-08-29,1,8,1,429.99
686,2024-08-29,2,9,1,989.99
687,2024-08-29,3,14,1,719.99
688,2024-08-29,4,9,1,1066.99
689,2024-08-29,4,1,1,1839.99
690,2024-08-29,5,18,2,175.98
691,2024-08-29,6,1,1,1999.99
692,2024-08-29,6,14,1,759.99
693,2024-08-29,12,13,1,1011.99
694,2024-08-30,1,15,1,249.99
695,2024-08-30,2,2,1,1195.99
696,2024-08-30,4,8,2,859.98
697,2024-08-30,6,5,1,551.99
698,2024-08-30,7,18,1,91.99
699,2024-08-30,9,12,1,969.99
700,2024-08-30,9,2,1,1260.99
701,2024-08-30,10,2,1,1260.99
702,2024-08-30,11,15,2,474.98
703,2024-08-31,1,17,3,142.47
704,2024-08-31,1,11,1,735.99
705,2024-08-31,2,16,3,890.97
706,2024-08-31,3,7,2,199.98
707,2024-08-31,4,9,1,1011.99
708,2024-08-31,5,18,1,99.99
709,2024-08-31,5,1,1,1939.99
710,2024-08-31,5,14,1,775.99
711,2024-08-31,7,13,2,2133.98
712,2024-08-31,8,13,1,1044.99
713,2024-08-31,9,1,1,1939.99
714,2024-08-31,12,19,2,581.98
715,2024-09-02,10,9,1,967.99
716,2024-09-03,1,10,1,1282.49
717,2024-09-03,1,9,1,1044.99
718,2024-09-03,5,19,2,539.98
719,2024-09-03,6,14,1,759.99
